source,relation,target,sentence,file
AI,related_to,power,"




12   2026 Data Center Power Report
Conclusion
The realities of grid constraints, long interconnection
timelines, and rapidly scaling AI loads mean that power
can no longer be treated as a downstream consideration",e2dfab025759ac1c_7b7ae0b589.txt
AI,related_to,power,"”
who act earlier and plan more aggressively—securing
flexible power paths, aligning electrical architectures with     Executive at the Data
AI-scale requirements, and expanding where and how they          Center Coalition
build",e2dfab025759ac1c_7b7ae0b589.txt
Alaska,related_to,AI,"       Evaluating the Impact of Tidal Energy
       in the Cook Inlet on Alaska’s Railbelt
       Electrical Grid
       Marty Schwarz, Ben McGilton, Levi Kilcher, Kelly
       Gjestvang, and Greg Stark
       National Renewable Energy Laboratory




NREL is a national laboratory of the U",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," DE-AC36-08GO28308
       Evaluating the Impact of Tidal Energy
       in the Cook Inlet on Alaska’s Railbelt
       Electrical Grid
       Marty Schwarz, Ben McGilton, Levi Kilcher, Kelly
       Gjestvang, and Greg Stark
       National Renewable Energy Laboratory


       Suggested Citation
       Schwarz, Marty, Ben McGilton, Levi Kilcher, Kelly Gjestvang, and Greg Stark",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI,"
       Evaluating the Impact of Tidal Energy in the Cook Inlet on Alaska’s Railbelt Electrical
       Grid",1d6851ee35c4752f_23095cbf5f.txt
DOE,related_to,AI," Department of Energy (DOE) reports produced after 1991
                              and a growing number of pre-1991 documents are available
                              free via www",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI,"
   Acknowledgments
   The authors would like to thank Homer Electric Association for their assistance with the
   development of the Alaska Railbelt production cost model and for supporting this investigation
   and report",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," HEA constitutes the southernmost portion of Alaska’s Railbelt electricity grid, which in
   its entirety serves approximately 75% of the state’s population and stretches across southcentral
   Alaska from Homer in the south to Fairbanks in the north",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"




   1
     As a first-of-its-kind case-study for the challenges and opportunities of tidal energy in a utility-scale power system,
   this work is not an engineering study or a detailed financial feasibility analysis",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Its purpose is to identify the upper
   limit of value, from a production cost modeling perspective, that tidal energy could supply to the Railbelt power
   system",1d6851ee35c4752f_23095cbf5f.txt
DOE,related_to,AI," It simplifies the Railbelt system into a three-zone model, ignores existing contractual obligations, and does
   not capture tidal capital costs or electrical engineering integration challenges beyond energy balancing",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"9     Golden Valley
                                                        MW)                      Electric Association
                                                                                 (GVEA)
        Eva Creek Wind Farm       Wind                  25 MW                    GVEA
        HEA Wind Farm 1           Wind                  31 MW                    HEA
        Nenana Solar              Solar utility PV      16 MW                    GVEA
        Homer Utility Solar      ",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," There are three key findings from the work:

   Key Finding 1: While the reported theoretical tidal resource is greater than 18,000 MW in the
   inlet, this study found that the existing electrical transmission constraints along the Kenai Intertie
   impose a practical limit of approximately 200 MW on installed capacity",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"
   Caveats:
   While this study simulates the hourly unit commitment and economic dispatch of every power
   plant and both high-voltage transmission lines in the Railbelt power system, it is not a prediction
   for the realistic hourly operation of the Railbelt in a future year",1d6851ee35c4752f_23095cbf5f.txt
DOE,related_to,power," The findings in this paper should
   be considered with the following caveats in mind:

       •   This study does not attempt to predict an accurate power system infrastructure in 2035",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"
       •   We do not model the complex power purchase agreements that would be required to
           absorb all the non-curtailed tidal energy",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," Map of Alaska's Railbelt power system with four service territories: Golden Valley Electric
                Association, Matanuska Electric Association, Chugach Electric Association, and Homer
                Electric Association",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Dotted lines indicate the values for sizing the generator to
                capture 95% of the power available to the rotor",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,power, Emissions Rates for Different Thermal Power Plant Technologies in Alaska ,1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," In Alaska’s Railbelt electricity grid—which serves
   approximately 75% of the state’s population and stretches across southcentral Alaska from
   Homer in the south to Fairbanks in the north (Figure 1)—residential rates are as high as $0",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," The most promising tidal energy sites in Cook Inlet are located alongside the Kenai
   Peninsula, where Homer Electric Association (HEA) operates the southernmost portion of
   Alaska’s Railbelt electricity grid",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"
   Furthermore, HEA plays a critical role in the Railbelt grid as the operator of the Bradley Lake
   hydroelectric facility—the largest hydroelectric power station in the state (Homer Electric
   Association Inc",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," In particular,
   the channel just offshore of the East Foreland, near Nikiski Alaska, contains high quality tidal
   energy resources near the transmission network (see Figure 14 for a map of the Cook Inlet with
   the East Foreland identified)",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," Map of Alaska's Railbelt power system with four service territories: Golden Valley
    Electric Association, Matanuska Electric Association, Chugach Electric Association, and Homer
                                          Electric Association",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI,"
   Despite the clear advantages and economic potential, relatively little research is available to
   support tidal energy integration in Alaska",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," This work seeks to address the knowledge gaps
   regarding the impacts of marine renewable energy to grids by modeling large capacities of tidal
   energy in a detailed production cost model, using the Alaskan Railbelt power system as a case
   study",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,transmission," Other energetic sites within Alaska are located
   much farther from the transmission grid",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," While this alignment allows for a high-fidelity analysis, it
   is not necessarily meant to represent a realistic build-out of the Railbelt system; rather, it is an
   exploratory study designed to elucidate the limits of tidal energy contribution to the electrical
   demands of the Railbelt power system",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"

   Caveats:

   As a first-of-its-kind case-study for the opportunities and challenges of tidal energy in a utility-
   scale power system, this work is not an engineering study or a detailed financial feasibility
   analysis",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Its purpose is to identify the upper limit of value that tidal energy could supply to the
   Railbelt power system",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," While this study simulates the hourly unit commitment and economic
   dispatch of every power plant and both high-voltage transmission lines in the Railbelt power
   system, it is not a prediction for the realistic hourly operation of the Railbelt in a future year",1d6851ee35c4752f_23095cbf5f.txt
DOE,related_to,power," The
   findings in this paper should be considered with the following caveats in mind:

       •   This study does not attempt to predict a least-cost power system infrastructure in 2035",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Rather, this work represents
           an upper limit for the opportunities for tidal energy on the Railbelt power system,
           assuming no other technologies are deployed beyond those already in the pipeline",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," The hourly power production
           profiles used to model tidal energy in this study are based on the best available
           understanding of the power conversion technology and direct measurements of the tidal
           resource in the Cook Inlet",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," However, tidal power plants of the scale modeled in this
           paper have not yet been built, and the supply chain required to build them in Alaska has
           not yet been developed",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," At present, each utility within the Railbelt
           power system (Homer Electric Association, Chugach Electric Association, Golden Valley
           Electric Association, Matanuska Electric Association, and the City of Seward municipal
           utility) operates relatively independently",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," While we still procure
           reserves separately for each of the three zones, we do not enforce any contractual
           obligations surrounding the partitioning of power from Bradley Lake, flow along either
           the Alaska or Kenai interties, or the cost of renewable energy curtailment, which refers to
           extra available renewable energy that could not be injected into the grid due to
           transmission constraints or insufficient demand, within current power purchase",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"

       •   We do not model the complex power purchase agreements that would be required to
           absorb all the non-curtailed tidal energy",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," This means that the transmission system—particularly the Kenai
           Intertie—will operate in any physically feasible manner necessary to transport cheap
           energy to load centers",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," In reality, however, the transmission lines are strictly partitioned;
           for instance, the Kenai Intertie currently exports more than 372 GWh per year from
           Bradley Lake hydropower to the Anchorage region",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," We assume that the contracts denoting such operation of the Kenai
           Intertie and Bradley Lake power partitioning could be amended by 2035 to accommodate
           the influx of cheap tidal energy",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," However, this study is not meant to evaluate the detailed
           financial arrangements that would be required to integrate significant portions of tidal
           energy on the Railbelt power system",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"
   2 Methodology
   In this section, we briefly characterize the tidal energy data used in the model, describe the
   development of the Railbelt power system operational model, and highlight the production cost
   modeling approaches used to evaluate tidal energy integration",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," This optimization produces an hourly time series for a wide
   variety of grid operation metrics like generation, fuel cost, and emissions by plant; curtailment of
   renewable resources; flow along transmission lines; and battery energy storage state of charge",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," 2022), we simplify the
   transmission topology of the Railbelt power system to a three-zone system",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," The zones are
   defined by the only two transmission bottlenecks in the system: the Alaska Intertie, which
   connects Fairbanks to the Anchorage region, and the Kenai Intertie, which connects the
   Anchorage region to the Kenai Peninsula",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," This zone sits between the southern terminus of the Alaskan Intertie and the
   northern terminus of the Kenai Intertie and makes up 64% of the Railbelt’s total electrical
   demand",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"

   After extensive discussion with staff members at each Railbelt utility, we added the technical
   parameters of every thermal power plant in the model",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Monthly energy budgets were incorporated for the
   hydropower plants at Bradley Lake, Cooper Lake, and Eklutna using publicly available data
   from the U",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"9     GVEA
                                                             MW)
         Eva Creek Wind Farm          Wind                   25 MW                    GVEA
         HEA Wind Farm 1              Wind                   31 MW                    HEA
         Nenana Solar                 Solar utility PV       16 MW                    GVEA
         Homer Utility Solar          Solar utility PV       30 MW                    HEA
         Homer Residential Solar      Solar distributed PV   3",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Any gaps, such as monthly energy availability for the hydropower
   reservoirs, were filled with data from the U",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"

   For more details on the Railbelt power system model, please reference Denholm et al",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"

   We then assumed that the measured inflow 𝑈𝑈(t) was representative of flow across an array of 𝑁𝑁
   devices so that we could estimate array power output according to:



                                                                      8
This report is available at no cost from the National Renewable Energy Laboratory at www",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," We also note that, in the absence of
   cost or land-use constraints, array losses can be engineered by adjusting, for example, device
   spacing (wake losses) and transmission cable conductivity (electrical losses)",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Once
   we built and validated a base case model of the Railbelt power system (as described in Section
   2",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," Load profiles were
   calculated for each of the three Railbelt zones by scaling actual 2018 load profiles according to
   the Alaska Department of Labor’s countywide population growth projections (Howell and
   Sandberg 2022)",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," 4 The map in Figure 1 shows the
          Kenai Intertie, which connects HEA to the rest of the Railbelt power system in the north",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," The addition of a larger BESS at Soldotna on the Kenai Peninsula, for a total
          charge/discharge power of 150 MW",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," This power was chosen to match the assumed
          maximum transfer capacity of the Kenai Intertie, such that both pieces of infrastructure
          could offtake the same instantaneous tidal power at any given time",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI,"
   In addition to the two improvements listed, we also studied a “copperplate” scenario that assigns
   unlimited transfer capacity to both Railbelt transmission lines (the Alaska and Kenai interties)",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," For instance, “Tx-BESS_300” represents the power system


   4
     The Kenai Intertie is, and will continue to be, stability-limited rather than thermally limited",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," It will depend on the other generation and transmission
   resources available on the Railbelt system at that time",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"
       Upgrading the BESS on the Kenai Peninsula to a total                          BESS
       charge/discharge power of 150 MW and total capacity of 300 MWh",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI,"                               Tx-BESS
       Both the Kenai and Alaska interties are given unlimited transfer              Copperplate
       capacity",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"1 Total Generation
   Figure 4 illustrates the annual power generation broken down by technology type for select
   scenario combinations of tidal energy nameplate capacities and infrastructure upgrades within
   the Kenai Peninsula",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," This is because the tidal energy is integrated
   into HEA’s power grid on the Kenai Peninsula where thermal (oil and gas) generation is limited,
   and the Bradley Lake hydropower plant provides most of the electrical energy",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"
   Without expansion of the Kenai Intertie, large amounts of instantaneous tidal power cannot serve
   loads in the Central and GVEA regions, which contain more thermal generators",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," The system
   must instead curtail some of the zero-marginal-cost energy 6 produced by the tidal and
   hydropower facilities",1d6851ee35c4752f_23095cbf5f.txt
AI,reduces,power," Therefore, to minimize curtailment of tidal energy, the system reduces
   hydropower generation",1d6851ee35c4752f_23095cbf5f.txt
DOE,related_to,AI," However, the upgrade of the BESS in HEA does
   increase wind curtailment, which can be seen by comparing the “Tx_100” and “Tx-BESS_100”
   bars in Figure 5",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission,") As stated previously, curtailment refers to extra available renewable energy that
   could not be injected into the grid due to transmission constraints or insufficient demand",1d6851ee35c4752f_23095cbf5f.txt
DOE,related_to,AI," Therefore, the 5%
   value chosen here is meant to be used as a benchmark to aid comparison of the study scenarios
   and does not reflect a techno-economic finding from this study",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"




   7
    The various power purchase agreements associated with zero-marginal-cost resources like hydro, tidal, wind and
   solar PV may affect the order in which resources are curtailed",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," When the power
   of the BESS in HEA is increased, the system can accommodate between 250 and 300 MW of
   tidal energy without experiencing more than 5% curtailment",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI,"

   The copperplate scenarios (unlimited transfer capacity for both the Alaska and Kenai interties)
   show little to no curtailment across all tidal energy capacities",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," This suggests that transmission
   limits are almost solely responsible for tidal energy curtailment",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," In addition to transmission
   expansion, more flexible thermal units could also reduce curtailment",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission,"
   Capital and fixed operations and maintenance costs associated with the deployment of new
   generation resources or transmission upgrades are outside the scope of a production cost
   modeling study",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," For an assessment of these costs in the context of an 80% by 2040 renewable
   portfolio standard for the Alaskan Railbelt, see Denholm, Schwarz, and Streitmatter (2024)",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," HEA has a limited
   thermal power plant fleet and therefore limited opportunities for tidal energy to displace fossil
   fuel on the Kenai Peninsula",1d6851ee35c4752f_23095cbf5f.txt
AI,reduces,transmission," In summary, the transmission upgrade
   has two important effects: (1) it reduces tidal energy curtailment and (2) for a given level of
   curtailment, it displaces more thermal generation by transporting tidal energy to Anchorage and
   the Mat-Su valley",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,power," Emissions Rates for Different Thermal Power Plant Technologies in Alaska
   All values are in kg/MWh",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission,"5 Impact of Tidal Energy on Transmission Utilization
   Figure 12 shows a flow duration curve for the Kenai Intertie for all tidal deployment scenarios
   with tidal capacity fixed at 150 MW",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," These negative flows would likely only occur if the contracted use of Bradley Lake
   hydropower was changed, so more of its energy was used locally rather than exported north
   along the Kenai Intertie",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," Of course, developing the transmission corridor to this
   extent would not likely be economic, so some tidal energy curtailment would be expected at
   these high capacities",1d6851ee35c4752f_23095cbf5f.txt
transmission,related_to,subsea,"




   8
    The Kennedy Entrance site would require 40+ miles of subsea cables to reach the HEA transmission system",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," In this section, we investigate how spreading capacity
   across these sites allows the Railbelt power system to integrate more tidal energy with less
   curtailment",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Unsurprisingly, when the three profiles are combined, the Railbelt power
   system can absorb significantly more tidal energy",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power,"5% tidal energy curtailment, whereas curtailment reaches
   above 15% in the scenarios with all 250 MW placed at a single site; that is, the Railbelt power
   system can integrate more than 250 MW of tidal energy while keeping tidal curtailment below
   5% when all three sites are combined",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," A tidal energy plant located near Fire Island would inject its
   power directly into the central region of the Railbelt, thereby bypassing the Kenai Intertie",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission,"
   Avoiding this transmission limitation by placing all capacity at Fire Island would allow
   significantly more tidal capacity to be integrated while maintaining curtailment below 5% with
   up to 500 MW, as opposed to 175 MW if all were placed at the East Foreland location, as
   assumed in the previous section",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," While the reported theoretical resource is >18,000 MW, this
   study found that the existing electrical transmission constraints—specifically, those associated
   with the Kenai Intertie—impose a practical limit of approximately 200 MW",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," These upgrades would allow
   for the energy produced by the tidal arrays to be used at locations further north along Alaska’s
   Railbelt electrical grid",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,transmission," By doubling the current transmission line rating, the tidal energy capacity
   could be increased nearly 50% to 300 MW with similar curtailment values, contributing just
   under 20% of the total Railbelt load and reducing annual CO2 emissions by more than 20%",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," For a proper evaluation of the long-term planning costs
   associated with decarbonizing Alaska’s Railbelt power grid, see Denholm, Schwarz, and
   Streitmatter (2024) and Cicilio et al",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," Alaska’s Railbelt Electric System:
   Decarbonization Scenarios for 2050",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," Alaska Center for Energy and Power, University of Alaska,
   Fairbanks",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," “Hilcorp Warns Alaska Utilities About Uncertain Cook Inlet Natural
   Gas Supplies",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI,"com/business-
   economy/energy/2022/05/17/hilcorp-warns-alaska-utilities-about-uncertain-cook-inlet-natural-
   gas-supplies/",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI," Achieving an 80% Renewable
   Portfolio in Alaska’s Railbelt: Cost Analysis",1d6851ee35c4752f_23095cbf5f.txt
Alaska,related_to,AI,"
   Renewable Portfolio Standard Assessment for Alaska’s Railbelt",1d6851ee35c4752f_23095cbf5f.txt
power,related_to,transmission,"

   There is an inherent trade-off between increasing project cost by increasing the size of the
   generator (and increasing transmission capacity to match) versus maximizing power production",1d6851ee35c4752f_23095cbf5f.txt
AI,related_to,power," Dotted lines indicate the values for sizing the generator to capture 95% of the
    power available to the rotor",1d6851ee35c4752f_23095cbf5f.txt
DoD,related_to,AI,"                      Revolutionizing Cyber Resiliency for Military Systems
                         Safeguarding our military systems against current and future software vulnerabilities

    ""Software is everywhere… Fighting and winning on the next battlefield will depend on DoD's proficiency to
    rapidly and securely deliver resilient software capabilities",8f909d64ef60dc3e_ea0482309e.txt
DoD,related_to,AI," However, advances 2 over the past decade have made                                      1F




them more accessible for mainstream practice, making way for the possibility of scaling these capabilities to
apply to all existing and future DoD systems and platforms",8f909d64ef60dc3e_ea0482309e.txt
AI,related_to,power,"


J-POWER and Hitachi to Collaborate in Exploring the Construction of
J-POWER AI Data Centers
Targeting Construction of Sustainable Data Centers That Are Carbon Neutral
and Feature Highly Reliable and Secure Environments


Electric Power Development Co",27d1683db89ed6a3_b22a398627.txt
Japan,related_to,AI,"
  Japan is increasingly looking to AI as a technology that can resolve social issues such as a declining
birthrate, an aging population and a shrinking workforce",27d1683db89ed6a3_b22a398627.txt
AI,related_to,power," J-
POWER is involved in critical social infrastructure businesses, and will work with Hitachi to address
industry needs by constructing and operating AI-DCs",27d1683db89ed6a3_b22a398627.txt
Japan,related_to,AI," The two companies will leverage J-POWER’s
carbon-neutral energy sources throughout Japan, which encompass hydroelectric, wind, geothermal and
solar, and the advanced knowledge Hitachi has gained in integrating AI into its operation technology (OT)
for monitoring and controlling physical equipment and processes",27d1683db89ed6a3_b22a398627.txt
AI,related_to,power," For example, the companies will explore the use of carbon-neutral, regionally
decentralized power sources to sustainably meet the massive energy requirements of AI-DC operation,
and the use of AI to support and optimize the operation of power plants",27d1683db89ed6a3_b22a398627.txt
AI,related_to,power,"


Division of Responsibilities
This initiative will combine J-POWER’s carbon-neutral energy sources with Hitachi’s expertise in data
center IT equipment and operation and its extensive AI use cases that include Lumada2 to explore AI-
DCs in critical social infrastructure projects",27d1683db89ed6a3_b22a398627.txt
AI,requires,power,"




1/3
 J-POWER       Provision of land, buildings and electricity for AI-DCs, and provision of data required for
               technology verification
 Hitachi       Provision of IT equipment such as servers and storage for AI-DCs, and provision of AI and
               digital technologies


Exploration Themes
(1) Energy optimization achieved through decentralization of AI-DCs
The AI lifecycle requires a training environment for building generative AI models and an inference
environment fo",27d1683db89ed6a3_b22a398627.txt
AI,related_to,power," This will enable the use of carbon-neutral power sources such as
renewable energy and transitional thermal power plants, and we will explore energy optimization at AI-
DCs",27d1683db89ed6a3_b22a398627.txt
AI,enables,power," We will also explore the use of technology that enables large-volume, low-latency, low-power data
transmission between DCs to enable the decentralization of AI-DCs",27d1683db89ed6a3_b22a398627.txt
AI,related_to,power," Therefore, we plan to use generative AI at J-
POWER’s power plants to create an environment with features such as strict access restrictions that
enable secure use among a diverse range of companies",27d1683db89ed6a3_b22a398627.txt
Japan,related_to,AI," The J-POWER Group’s mission is to provide the energy people
need and contribute to the sustainable development of Japan and the world",27d1683db89ed6a3_b22a398627.txt
Japan,related_to,power," In pursuit of this mission, the Group has been
engaged in hydroelectric, thermal, wind, geothermal and solar power generation, as well as transmission and other projects in
and outside Japan",27d1683db89ed6a3_b22a398627.txt
Japan,related_to,power,     J-POWER's power generation business in Japan,27d1683db89ed6a3_b22a398627.txt
AI,related_to,power,"

Keywords: Datacenters, power, energy, sustainability",51171857bec81354_83187f7f66.txt
AI,related_to,power," In this context, datacenter power and energy management has never been
more important to service providers, like Amazon, Microsoft, Meta, and Google, and society at large
due to the combination of two major challenges: the climate crisis and the recent unprecedented
expansion in datacenter demand due to AI",51171857bec81354_83187f7f66.txt
power,related_to,cooling," Instead of attempting
to be comprehensive, we focus on the advances in software, hardware, and physical infrastructure
(especially power delivery and cooling) that had the most impact on production cloud datacenters",51171857bec81354_83187f7f66.txt
power,related_to,cooling,"
Academic research has produced equally important efforts in software for server and cluster-wide
power and energy management, sub-thresholding transistors, new power states for hardware
components, hardware heterogeneity for power-performance tradeoffs, battery-based power re-
shaping, locating datacenters based on power/cooling/carbon considerations, and geographic load
distribution across datacenters, to name a few; but many of these ideas have not yet been deployed
at scale",51171857bec81354_83187f7f66.txt
AI,related_to,GPU," We encourage hardware vendors to revisit providing such modes and bring GPUs and
other AI accelerators on-par with the power management capabilities of CPUs",51171857bec81354_83187f7f66.txt
AI,related_to,power," The coarser the aggregation, the more power is available for oversubscription",51171857bec81354_83187f7f66.txt
power,related_to,cooling,"

Concurrently with these advances in software and hardware, providers made tremendous strides
towards improving the efficiency of the physical infrastructure in terms of the power delivery
hierarchy and cooling systems",51171857bec81354_83187f7f66.txt
power,related_to,PUE," A key driver for these improvements was the creation of the Power
Usage Efficiency (PUE) metric",51171857bec81354_83187f7f66.txt
power,requires,PUE," PUE quantifies the power overhead beyond what the IT hardware
requires by dividing the full datacenter power by the IT power; the closer PUE is to 1, the more efficient
the datacenter",51171857bec81354_83187f7f66.txt
power,related_to,PUE," As a result of the focus on PUE, providers were able to reduce power delivery losses
to a few percent (e",51171857bec81354_83187f7f66.txt
power,related_to,cooling,", by reducing the number of power conversions under normal operation), while
creating more efficient cooling systems (e",51171857bec81354_83187f7f66.txt
AI,related_to,cooling,", by bringing outside air into the datacenter for cooling
in addition to the earlier hot-aisle/cold-aisle layout for server racks)",51171857bec81354_83187f7f66.txt
AI,related_to,power," PUE awareness also made locating
datacenters based on cooling costs, along with power and latency goals, equally important – whether
it be close to water sources or in climatic conditions where using outside air for cooling would be
effective",51171857bec81354_83187f7f66.txt
AI,related_to,power," The cloud’s growth and sustainability concerns fueled further
innovations in power and energy management, which at this stage was reaching its maturity phase",51171857bec81354_83187f7f66.txt
AI,related_to,power," For example, Microsoft built software systems that maximize the allocation of
power in a datacenter, by leveraging all its redundant power during normal operation and limiting
power draw when a power emergency or a planned maintenance occurs [13]",51171857bec81354_83187f7f66.txt
AI,related_to,cooling," For example, Google announced its use of AI to control
the cooling knobs in its datacenters [15], whereas Microsoft introduced AI for resource management
into the Azure control plane [16]",51171857bec81354_83187f7f66.txt
power,related_to,cooling,"

There were also advances in the physical infrastructure from more efficient power delivery topologies
to liquid cooling",51171857bec81354_83187f7f66.txt
AI,related_to,power," In the cooling space, high power densities started to
challenge the limits of air cooling, leading Google to use cold plate-based liquid cooling for its TPUs
starting in 2018",51171857bec81354_83187f7f66.txt
AI,related_to,cooling," Though liquid cooling may incur higher capital costs, it can also reduce energy
consumption because (1) water is a better heat transfer medium than air and (2) many server fans
can be eliminated",51171857bec81354_83187f7f66.txt
AI,related_to,GPU," Today’s GPUs and other AI accelerators are exacerbating the power density
problem, so liquid cooling will likely become widespread across providers",51171857bec81354_83187f7f66.txt
AI,related_to,power,"
However, two additional major disruptions are heavily influencing power and energy management:
(1) the massive expansion in computational and power demand that AI systems are prompting; and
(2) the increasing constraints that local communities and existing electrical grids are imposing on
new datacenter development",51171857bec81354_83187f7f66.txt
AI,related_to,GPU," Compounding this trend, both training and inference rely on GPUs and other AI
accelerators that can draw more power than CPUs by multiple fold",51171857bec81354_83187f7f66.txt
power,related_to,transmission," As a rough approximation,
deploying new power capacity might lag demand by 5-10 years, the time it takes to get permits, build
large power plants, and possibly lay out new transmission lines",51171857bec81354_83187f7f66.txt
AI,related_to,power," Large cloud providers will need to help
provision the extra power supply, while reducing the environmental impact of AI [22]",51171857bec81354_83187f7f66.txt
AI,related_to,power," Electrical grids have
also been challenged by the enormous power needs of AI-capable datacenters, the power usage
characteristics of large AI training workloads, and the greater penetration of variable-availability
renewable power (e",51171857bec81354_83187f7f66.txt
